INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING,VOX
2455,T,090108,034154,08.797181N,082.491186W,1859,0,279,
2456,T,090108,034155,08.797181N,082.491181W,1859,0,279,
2457,T,090108,034156,08.797186N,082.491180W,1859,0,279,
2458,T,090108,034157,08.797175N,082.491190W,1859,0,279,
2459,T,090108,034158,08.797175N,082.491193W,1859,0,279,
2460,T,090108,034159,08.797179N,082.491198W,1859,0,279,
2461,T,090108,034200,08.797178N,082.491199W,1859,0,279,
2462,T,090108,034201,08.797176N,082.491203W,1859,0,279,
2463,T,090108,034202,08.797175N,082.491208W,1859,0,279,
2464,T,090108,034203,08.797173N,082.491206W,1859,0,279,
2465,T,090108,034204,08.797171N,082.491201W,1859,0,279,
2466,T,090108,034205,08.797175N,082.491203W,1859,0,279,
2467,T,090108,034206,08.797175N,082.491204W,1859,0,279,
2468,T,090108,034207,08.797175N,082.491203W,1859,0,279,
2469,T,090108,034208,08.797175N,082.491199W,1859,0,279,
2470,T,090108,034209,08.797178N,082.491203W,1860,0,279,
2471,T,090108,034210,08.797178N,082.491201W,1860,0,279,
2472,T,090108,034211,08.797178N,082.491201W,1860,0,279,
2473,T,090108,034212,08.797178N,082.491201W,1860,0,279,
2474,T,090108,034213,08.797178N,082.491203W,1860,0,279,
2475,T,090108,034214,08.797183N,082.491201W,1860,0,279,
2476,T,090108,034215,08.797184N,082.491199W,1860,0,279,
2477,T,090108,034216,08.797181N,082.491193W,1860,0,279,
2478,T,090108,034217,08.797191N,082.491206W,1860,0,279,
2479,T,090108,034218,08.797191N,082.491206W,1860,0,279,
2480,T,090108,034219,08.797186N,082.491213W,1860,0,279,
2481,T,090108,034220,08.797191N,082.491221W,1860,0,279,
2482,T,090108,034221,08.797190N,082.491220W,1859,0,279,
2483,T,090108,034222,08.797190N,082.491220W,1859,0,279,
2484,T,090108,034223,08.797191N,082.491220W,1859,0,279,
2485,T,090108,034224,08.797190N,082.491220W,1859,0,279,
2486,T,090108,034225,08.797191N,082.491220W,1859,0,279,
2487,T,090108,034226,08.797194N,082.491221W,1859,0,279,
2488,T,090108,034227,08.797199N,082.491221W,1859,0,279,
2489,T,090108,034228,08.797199N,082.491221W,1859,0,279,
2490,T,090108,034229,08.797196N,082.491226W,1860,0,279,
2491,T,090108,034230,08.797193N,082.491228W,1860,0,279,
2492,T,090108,034231,08.797193N,082.491231W,1860,0,279,
2493,T,090108,034232,08.797190N,082.491235W,1861,0,279,
2494,T,090108,034233,08.797188N,082.491235W,1861,0,279,
2495,T,090108,034234,08.797188N,082.491235W,1861,0,279,
2496,T,090108,034235,08.797188N,082.491233W,1861,0,279,
2497,T,090108,034236,08.797186N,082.491233W,1861,0,279,
2498,T,090108,034237,08.797184N,082.491231W,1861,0,279,
2499,T,090108,034238,08.797184N,082.491229W,1861,0,279,
2500,T,090108,034239,08.797184N,082.491226W,1861,0,279,
2501,T,090108,034240,08.797184N,082.491225W,1861,0,279,
2502,T,090108,034241,08.797184N,082.491223W,1861,0,279,
2503,T,090108,034242,08.797186N,082.491223W,1861,0,279,
2504,T,090108,034243,08.797186N,082.491221W,1861,0,279,
2505,T,090108,034244,08.797186N,082.491220W,1861,0,279,
2506,T,090108,034245,08.797186N,082.491216W,1861,0,279,
2507,T,090108,034246,08.797186N,082.491220W,1861,0,279,
2508,T,090108,034247,08.797188N,082.491218W,1861,0,279,
2509,T,090108,034248,08.797188N,082.491218W,1861,0,279,
2510,T,090108,034249,08.797181N,082.491211W,1861,0,279,
2511,T,090108,034250,08.797179N,082.491210W,1861,0,279,
2512,T,090108,034251,08.797179N,082.491210W,1861,0,279,
2513,T,090108,034252,08.797179N,082.491208W,1861,0,279,
2514,T,090108,034253,08.797179N,082.491208W,1861,0,279,
2515,T,090108,034254,08.797178N,082.491208W,1861,0,279,
2516,T,090108,034255,08.797178N,082.491208W,1861,0,279,
2517,T,090108,034256,08.797178N,082.491206W,1861,0,279,
2518,T,090108,034257,08.797178N,082.491206W,1861,0,279,
2519,T,090108,034258,08.797178N,082.491206W,1861,0,279,
2520,T,090108,034259,08.797178N,082.491204W,1861,0,279,
2521,T,090108,034300,08.797178N,082.491204W,1861,0,279,
2522,T,090108,034301,08.797179N,082.491203W,1861,0,279,
2523,T,090108,034302,08.797179N,082.491201W,1861,0,279,
2524,T,090108,034303,08.797181N,082.491199W,1861,0,279,
2525,T,090108,034304,08.797183N,082.491199W,1861,0,279,
2526,T,090108,034305,08.797181N,082.491198W,1861,0,279,
2527,T,090108,034306,08.797179N,082.491190W,1861,0,279,
2528,T,090108,034307,08.797181N,082.491193W,1861,0,279,
2529,T,090108,034308,08.797179N,082.491199W,1861,0,279,
2530,T,090108,034309,08.797184N,082.491199W,1861,0,279,
2531,T,090108,034310,08.797183N,082.491195W,1861,0,279,
2532,T,090108,034311,08.797181N,082.491188W,1861,0,279,
2533,T,090108,034312,08.797179N,082.491184W,1861,0,279,
2534,T,090108,034313,08.797183N,082.491181W,1861,0,279,
2535,T,090108,034314,08.797184N,082.491181W,1861,0,279,
2536,T,090108,034315,08.797184N,082.491181W,1861,0,279,
2537,T,090108,034316,08.797186N,082.491186W,1861,0,279,
2538,T,090108,034317,08.797190N,082.491193W,1861,0,279,
2539,T,090108,034318,08.797198N,082.491203W,1861,0,279,
2540,T,090108,034319,08.797203N,082.491213W,1861,0,279,
2541,T,090108,034320,08.797206N,082.491216W,1862,0,279,
2542,T,090108,034321,08.797211N,082.491218W,1862,0,279,
2543,T,090108,034322,08.797213N,082.491223W,1862,0,279,
2544,T,090108,034323,08.797216N,082.491226W,1862,0,279,
2545,T,090108,034324,08.797216N,082.491229W,1862,0,279,
2546,T,090108,034325,08.797213N,082.491235W,1862,0,279,
2547,T,090108,034326,08.797213N,082.491240W,1862,0,279,
2548,T,090108,034327,08.797216N,082.491244W,1862,0,279,
2549,T,090108,034328,08.797224N,082.491266W,1862,0,279,
2550,T,090108,034329,08.797226N,082.491273W,1862,0,279,
2551,T,090108,034330,08.797229N,082.491281W,1862,0,279,
2552,T,090108,034331,08.797235N,082.491288W,1862,0,279,
2553,T,090108,034332,08.797239N,082.491291W,1862,0,279,
2554,T,090108,034333,08.797244N,082.491294W,1862,0,279,
2555,T,090108,034334,08.797246N,082.491301W,1862,0,279,
2556,T,090108,034335,08.797250N,082.491308W,1862,0,279,
2557,T,090108,034336,08.797253N,082.491311W,1862,0,279,
2558,T,090108,034337,08.797256N,082.491323W,1862,0,279,
2559,T,090108,034338,08.797258N,082.491329W,1862,0,279,
2560,T,090108,034339,08.797263N,082.491328W,1862,0,279,
2561,T,090108,034340,08.797266N,082.491329W,1862,0,279,
2562,T,090108,034341,08.797269N,082.491333W,1862,0,279,
2563,T,090108,034342,08.797276N,082.491341W,1862,0,279,
2564,T,090108,034343,08.797276N,082.491344W,1862,0,279,
2565,T,090108,034344,08.797276N,082.491351W,1862,0,279,
2566,T,090108,034345,08.797278N,082.491358W,1862,0,279,
2567,T,090108,034346,08.797274N,082.491373W,1863,0,279,
2568,T,090108,034347,08.797280N,082.491379W,1862,0,279,
2569,T,090108,034348,08.797289N,082.491383W,1862,0,279,
2570,T,090108,034349,08.797288N,082.491391W,1863,0,279,
2571,T,090108,034350,08.797288N,082.491398W,1862,0,279,
2572,T,090108,034351,08.797293N,082.491400W,1862,0,279,
2573,T,090108,034352,08.797296N,082.491408W,1863,0,279,
2574,T,090108,034353,08.797296N,082.491413W,1863,0,279,
2575,T,090108,034354,08.797296N,082.491413W,1862,0,279,
2576,T,090108,034355,08.797298N,082.491415W,1862,0,279,
2577,T,090108,034356,08.797300N,082.491404W,1863,0,279,
2578,T,090108,034357,08.797303N,082.491400W,1863,0,279,
2579,T,090108,034358,08.797305N,082.491400W,1863,0,279,
2580,T,090108,034359,08.797305N,082.491400W,1863,0,279,
2581,T,090108,034400,08.797305N,082.491401W,1863,0,279,
2582,T,090108,034401,08.797305N,082.491406W,1863,0,279,
2583,T,090108,034402,08.797306N,082.491416W,1863,0,279,
2584,T,090108,034403,08.797316N,082.491421W,1863,0,279,
2585,T,090108,034404,08.797313N,082.491416W,1864,0,279,
2586,T,090108,034405,08.797326N,082.491424W,1864,0,279,
2587,T,090108,034406,08.797333N,082.491430W,1864,0,279,
2588,T,090108,034407,08.797336N,082.491434W,1864,0,279,
2589,T,090108,034408,08.797341N,082.491441W,1864,0,279,
2590,T,090108,034409,08.797354N,082.491453W,1864,0,279,
2591,T,090108,034410,08.797356N,082.491460W,1864,0,279,
2592,T,090108,034411,08.797356N,082.491466W,1864,0,279,
2593,T,090108,034412,08.797356N,082.491456W,1864,0,279,
2594,T,090108,034413,08.797359N,082.491460W,1864,0,279,
2595,T,090108,034414,08.797369N,082.491463W,1864,0,279,
2596,T,090108,034415,08.797376N,082.491475W,1864,0,279,
2597,T,090108,034416,08.797380N,082.491473W,1864,0,279,
2598,T,090108,034417,08.797378N,082.491481W,1864,0,279,
2599,T,090108,034418,08.797380N,082.491484W,1864,0,279,
2600,T,090108,034419,08.797384N,082.491491W,1864,0,279,
2601,T,090108,034420,08.797388N,082.491491W,1864,0,279,
2602,T,090108,034421,08.797381N,082.491496W,1865,0,279,
2603,T,090108,034422,08.797390N,082.491505W,1865,0,279,
2604,T,090108,034423,08.797398N,082.491513W,1865,0,279,
2605,T,090108,034424,08.797398N,082.491518W,1865,0,279,
2606,T,090108,034425,08.797396N,082.491518W,1865,0,279,
2607,T,090108,034426,08.797401N,082.491526W,1866,0,279,
2608,T,090108,034427,08.797403N,082.491533W,1866,0,279,
2609,T,090108,034428,08.797409N,082.491536W,1866,0,279,
2610,T,090108,034429,08.797425N,082.491541W,1866,0,279,
2611,T,090108,034430,08.797429N,082.491548W,1866,0,279,
2612,T,090108,034431,08.797433N,082.491551W,1866,0,279,
2613,T,090108,034432,08.797436N,082.491556W,1866,0,279,
2614,T,090108,034433,08.797438N,082.491553W,1866,0,279,
2615,T,090108,034434,08.797440N,082.491558W,1867,0,279,
2616,T,090108,034435,08.797441N,082.491566W,1867,0,279,
2617,T,090108,034436,08.797444N,082.491576W,1867,0,279,
2618,T,090108,034437,08.797449N,082.491583W,1867,0,279,
2619,T,090108,034438,08.797454N,082.491583W,1867,0,279,
2620,T,090108,034439,08.797453N,082.491584W,1867,0,279,
2621,T,090108,034440,08.797454N,082.491588W,1867,0,279,
2622,T,090108,034441,08.797456N,082.491593W,1867,0,279,
2623,T,090108,034442,08.797459N,082.491601W,1866,0,279,
2624,T,090108,034443,08.797461N,082.491601W,1866,0,279,
2625,T,090108,034444,08.797463N,082.491608W,1867,0,279,
2626,T,090108,034445,08.797466N,082.491613W,1867,0,279,
2627,T,090108,034446,08.797468N,082.491625W,1867,0,279,
2628,T,090108,034447,08.797468N,082.491640W,1867,0,279,
2629,T,090108,034448,08.797474N,082.491646W,1867,0,279,
2630,T,090108,034449,08.797488N,082.491650W,1867,0,279,
2631,T,090108,034450,08.797489N,082.491658W,1867,0,279,
2632,T,090108,034451,08.797494N,082.491659W,1867,0,279,
2633,T,090108,034452,08.797498N,082.491659W,1867,0,279,
2634,T,090108,034453,08.797501N,082.491666W,1867,0,279,
2635,T,090108,034454,08.797506N,082.491676W,1867,0,279,
2636,T,090108,034455,08.797508N,082.491686W,1867,0,279,
2637,T,090108,034456,08.797508N,082.491695W,1867,0,279,
2638,T,090108,034457,08.797511N,082.491701W,1867,0,279,
2639,T,090108,034458,08.797511N,082.491704W,1867,0,279,
2640,T,090108,034459,08.797509N,082.491709W,1867,0,279,
2641,T,090108,034500,08.797504N,082.491704W,1867,0,279,
2642,T,090108,034501,08.797504N,082.491704W,1867,0,279,
2643,T,090108,034502,08.797506N,082.491706W,1867,0,279,
2644,T,090108,034503,08.797511N,082.491709W,1867,0,279,
2645,T,090108,034504,08.797506N,082.491713W,1868,0,279,
2646,T,090108,034505,08.797509N,082.491721W,1868,0,279,
2647,T,090108,034506,08.797515N,082.491731W,1868,0,279,
2648,T,090108,034507,08.797523N,082.491734W,1868,0,279,
2649,T,090108,034508,08.797525N,082.491741W,1869,0,279,
2650,T,090108,034509,08.797531N,082.491749W,1869,0,279,
2651,T,090108,034510,08.797534N,082.491756W,1869,0,279,
2652,T,090108,034511,08.797544N,082.491783W,1869,0,279,
2653,T,090108,034512,08.797549N,082.491786W,1869,0,279,
2654,T,090108,034513,08.797558N,082.491793W,1869,0,279,
2655,T,090108,034514,08.797558N,082.491801W,1870,0,279,
2656,T,090108,034515,08.797561N,082.491804W,1870,0,279,
2657,T,090108,034516,08.797564N,082.491804W,1870,0,279,
2658,T,090108,034517,08.797568N,082.491809W,1870,0,279,
2659,T,090108,034518,08.797571N,082.491809W,1870,0,279,
2660,T,090108,034519,08.797568N,082.491801W,1870,0,279,
2661,T,090108,034520,08.797573N,082.491798W,1870,0,279,
2662,T,090108,034521,08.797578N,082.491799W,1870,0,279,
2663,T,090108,034522,08.797579N,082.491803W,1870,0,279,
2664,T,090108,034523,08.797581N,082.491806W,1870,0,279,
2665,T,090108,034524,08.797581N,082.491806W,1870,0,279,
2666,T,090108,034525,08.797581N,082.491808W,1870,0,279,
2667,T,090108,034526,08.797581N,082.491809W,1870,0,279,
2668,T,090108,034527,08.797581N,082.491813W,1870,0,279,
2669,T,090108,034528,08.797583N,082.491815W,1870,0,279,
2670,T,090108,034529,08.797583N,082.491816W,1870,0,279,
2671,T,090108,034530,08.797584N,082.491818W,1871,0,279,
2672,T,090108,034531,08.797586N,082.491819W,1871,0,279,
2673,T,090108,034532,08.797586N,082.491819W,1871,0,279,
2674,T,090108,034533,08.797588N,082.491821W,1871,0,279,
2675,T,090108,034534,08.797589N,082.491823W,1871,0,279,
2676,T,090108,034535,08.797591N,082.491825W,1871,0,279,
2677,T,090108,034536,08.797593N,082.491826W,1871,0,279,
2678,T,090108,034537,08.797594N,082.491828W,1871,0,279,
2679,T,090108,034538,08.797596N,082.491830W,1871,0,279,
2680,T,090108,034539,08.797598N,082.491831W,1871,0,279,
2681,T,090108,034540,08.797608N,082.491834W,1872,0,279,
2682,T,090108,034541,08.797613N,082.491841W,1872,0,279,
2683,T,090108,034542,08.797620N,082.491849W,1872,0,279,
2684,T,090108,034543,08.797623N,082.491854W,1872,0,279,
2685,T,090108,034544,08.797620N,082.491856W,1872,0,279,
2686,T,090108,034545,08.797618N,082.491858W,1873,0,279,
2687,T,090108,034546,08.797620N,082.491861W,1873,0,279,
2688,T,090108,034547,08.797620N,082.491866W,1873,0,279,
2689,T,090108,034548,08.797624N,082.491870W,1873,0,279,
2690,T,090108,034549,08.797629N,082.491875W,1874,0,279,
2691,T,090108,034550,08.797631N,082.491881W,1875,0,279,
2692,T,090108,034551,08.797634N,082.491884W,1875,0,279,
2693,T,090108,034552,08.797636N,082.491891W,1875,0,279,
2694,T,090108,034553,08.797638N,082.491894W,1875,0,279,
2695,T,090108,034554,08.797638N,082.491905W,1876,0,279,
2696,T,090108,034555,08.797636N,082.491903W,1876,0,279,
2697,T,090108,034556,08.797641N,082.491901W,1877,0,279,
2698,T,090108,034557,08.797646N,082.491903W,1877,0,279,
2699,T,090108,034558,08.797653N,082.491906W,1877,0,279,
2700,T,090108,034559,08.797654N,082.491911W,1878,0,279,
2701,T,090108,034600,08.797651N,082.491926W,1878,0,279,
2702,T,090108,034601,08.797658N,082.491929W,1879,0,279,
2703,T,090108,034602,08.797660N,082.491929W,1879,0,279,
2704,T,090108,034603,08.797661N,082.491939W,1879,0,279,
2705,T,090108,034604,08.797660N,082.491943W,1880,0,279,
2706,T,090108,034605,08.797669N,082.491950W,1880,0,279,
2707,T,090108,034606,08.797674N,082.491954W,1880,0,279,
2708,T,090108,034607,08.797678N,082.491960W,1880,0,279,
2709,T,090108,034608,08.797679N,082.491961W,1880,0,279,
2710,T,090108,034609,08.797683N,082.491965W,1880,0,279,
2711,T,090108,034610,08.797684N,082.491969W,1881,0,279,
2712,T,090108,034611,08.797690N,082.491971W,1881,0,279,
2713,T,090108,034612,08.797695N,082.491974W,1881,0,279,
2714,T,090108,034613,08.797693N,082.491986W,1881,0,279,
2715,T,090108,034614,08.797696N,082.491991W,1881,0,279,
2716,T,090108,034615,08.797698N,082.491999W,1882,0,279,
2717,T,090108,034616,08.797699N,082.492005W,1882,0,279,
2718,T,090108,034617,08.797703N,082.492013W,1882,0,279,
2719,T,090108,034618,08.797708N,082.492018W,1882,0,279,
2720,T,090108,034619,08.797716N,082.492013W,1882,0,279,
2721,T,090108,034620,08.797718N,082.492013W,1882,0,279,
2722,T,090108,034621,08.797719N,082.492018W,1883,0,279,
2723,T,090108,034622,08.797713N,082.492028W,1883,0,279,
2724,T,090108,034623,08.797718N,082.492031W,1883,0,279,
2725,T,090108,034624,08.797718N,082.492034W,1883,0,279,
2726,T,090108,034625,08.797721N,082.492029W,1883,0,279,
2727,T,090108,034626,08.797724N,082.492034W,1883,0,279,
2728,T,090108,034627,08.797736N,082.492031W,1884,0,279,
2729,T,090108,034628,08.797748N,082.492038W,1885,0,279,
2730,T,090108,034629,08.797753N,082.492044W,1885,0,279,
2731,T,090108,034630,08.797756N,082.492051W,1885,0,279,
2732,T,090108,034631,08.797759N,082.492056W,1885,0,279,
2733,T,090108,034632,08.797761N,082.492063W,1885,0,279,
2734,T,090108,034633,08.797764N,082.492070W,1885,0,279,
2735,T,090108,034634,08.797766N,082.492068W,1885,0,279,
2736,T,090108,034635,08.797768N,082.492073W,1885,0,279,
2737,T,090108,034636,08.797769N,082.492074W,1885,0,279,
2738,T,090108,034637,08.797769N,082.492073W,1886,0,279,
2739,T,090108,034638,08.797771N,082.492074W,1886,0,279,
2740,T,090108,034639,08.797773N,082.492074W,1886,0,279,
2741,T,090108,034640,08.797773N,082.492083W,1886,0,279,
2742,T,090108,034641,08.797773N,082.492086W,1886,0,279,
2743,T,090108,034642,08.797771N,082.492089W,1886,0,279,
2744,T,090108,034643,08.797775N,082.492093W,1886,0,279,
2745,T,090108,034644,08.797776N,082.492101W,1886,0,279,
2746,T,090108,034645,08.797778N,082.492106W,1887,0,279,
2747,T,090108,034646,08.797783N,082.492104W,1887,0,279,
2748,T,090108,034647,08.797795N,082.492109W,1888,0,279,
2749,T,090108,034648,08.797796N,082.492104W,1888,0,279,
2750,T,090108,034649,08.797795N,082.492108W,1888,0,279,
2751,T,090108,034650,08.797793N,082.492113W,1888,0,279,
2752,T,090108,034651,08.797791N,082.492134W,1887,0,279,
2753,T,090108,034652,08.797793N,082.492134W,1887,0,279,
2754,T,090108,034653,08.797795N,082.492140W,1888,0,279,
2755,T,090108,034654,08.797798N,082.492141W,1888,0,279,
2756,T,090108,034655,08.797804N,082.492145W,1888,0,279,
2757,T,090108,034656,08.797809N,082.492149W,1888,0,279,
2758,T,090108,034657,08.797814N,082.492156W,1888,0,279,
2759,T,090108,034658,08.797818N,082.492161W,1888,0,279,
2760,T,090108,034659,08.797825N,082.492171W,1889,0,279,
2761,T,090108,034700,08.797834N,082.492179W,1889,0,279,
2762,T,090108,034701,08.797841N,082.492183W,1890,0,279,
2763,T,090108,034702,08.797844N,082.492183W,1890,0,279,
2764,T,090108,034703,08.797844N,082.492188W,1890,0,279,
2765,T,090108,034704,08.797846N,082.492190W,1890,0,279,
2766,T,090108,034705,08.797846N,082.492193W,1890,0,279,
2767,T,090108,034706,08.797848N,082.492191W,1890,0,279,
2768,T,090108,034707,08.797851N,082.492196W,1890,0,279,
2769,T,090108,034708,08.797854N,082.492200W,1890,0,279,
2770,T,090108,034709,08.797861N,082.492206W,1890,0,279,
2771,T,090108,034710,08.797866N,082.492214W,1891,0,279,
2772,T,090108,034711,08.797868N,082.492220W,1891,0,279,
2773,T,090108,034712,08.797876N,082.492220W,1891,0,279,
2774,T,090108,034713,08.797878N,082.492221W,1892,0,279,
2775,T,090108,034714,08.797878N,082.492223W,1892,0,279,
2776,T,090108,034715,08.797883N,082.492223W,1893,0,279,
2777,T,090108,034716,08.797881N,082.492223W,1893,0,279,
2778,T,090108,034717,08.797879N,082.492221W,1894,0,279,
2779,T,090108,034718,08.797886N,082.492235W,1894,0,279,
2780,T,090108,034719,08.797886N,082.492235W,1894,0,279,
2781,T,090108,034720,08.797888N,082.492245W,1894,0,279,
2782,T,090108,034721,08.797891N,082.492251W,1894,0,279,
2783,T,090108,034722,08.797893N,082.492254W,1894,0,279,
2784,T,090108,034723,08.797899N,082.492253W,1894,0,279,
2785,T,090108,034724,08.797901N,082.492256W,1895,0,279,
2786,T,090108,034725,08.797903N,082.492261W,1895,0,279,
2787,T,090108,034726,08.797908N,082.492264W,1895,0,279,
2788,T,090108,034727,08.797913N,082.492269W,1895,0,279,
2789,T,090108,034728,08.797916N,082.492273W,1895,0,279,
2790,T,090108,034729,08.797923N,082.492273W,1895,0,279,
2791,T,090108,034730,08.797930N,082.492271W,1895,0,279,
2792,T,090108,034731,08.797933N,082.492269W,1896,0,279,
2793,T,090108,034732,08.797941N,082.492273W,1896,0,279,
2794,T,090108,034733,08.797946N,082.492276W,1896,0,279,
2795,T,090108,034734,08.797953N,082.492279W,1896,0,279,
2796,T,090108,034735,08.797960N,082.492281W,1896,0,279,
2797,T,090108,034736,08.797968N,082.492284W,1897,0,279,
2798,T,090108,034737,08.797973N,082.492290W,1897,0,279,
2799,T,090108,034738,08.797975N,082.492293W,1897,0,279,
2800,T,090108,034739,08.797983N,082.492299W,1897,0,279,
2801,T,090108,034740,08.797986N,082.492299W,1897,0,279,
2802,T,090108,034741,08.797996N,082.492301W,1897,0,279,
2803,T,090108,034742,08.798005N,082.492301W,1898,0,279,
2804,T,090108,034743,08.798009N,082.492303W,1898,0,279,
2805,T,090108,034744,08.798013N,082.492308W,1898,0,279,
2806,T,090108,034745,08.798020N,082.492308W,1898,0,279,
2807,T,090108,034746,08.798026N,082.492308W,1898,0,279,
2808,T,090108,034747,08.798029N,082.492313W,1899,0,279,
2809,T,090108,034748,08.798033N,082.492320W,1899,0,279,
